Hugo_Symbol,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
ASCC1,0.75,1,1,1.0,0.991459,0.991459
ASH2L,0.75,1,1,1.0,0.86898,0.86898
ATAD5,0.75,1,1,1.0,0.960085,0.960085
ATF1,0.75,1,1,1.0,0.98553,0.98553
ATF5,0.75,1,1,1.0,0.899574,0.899574
ATF6,0.75,1,1,1.0,0.80053,0.80053
ATG10,0.75,1,1,1.0,0.945767,0.945767
ATG12,0.75,1,1,1.0,0.990772,0.990772
ATG14,0.75,1,1,1.0,0.983374,0.983374
ATIC,0.75,1,1,1.0,0.879957,0.879957
ATP1B1,0.75,1,1,1.0,0.98593,0.98593
ATP1B3,0.75,1,1,1.0,0.990339,0.990339
ATP5MC2,0.75,1,1,1.0,0.991417,0.991417
ATP5PD,0.75,1,1,1.0,0.991244,0.991244
ATP6AP1,0.75,1,1,1.0,0.968732,0.968732
ATP6AP2,0.75,1,1,1.0,0.86519,0.86519
ATP6V1B1,0.75,1,1,1.0,0.755033,0.755033
ATP6V1F,0.75,1,1,1.0,0.989393,0.989393
ATP6V1G2,0.75,1,1,1.0,0.979568,0.979568
ATPAF2,0.75,1,1,1.0,0.991482,0.991482
ATRAID,0.75,1,1,1.0,0.989552,0.989552
AUP1,0.75,1,1,1.0,0.957221,0.957221
AURKB,0.75,1,1,1.0,0.921028,0.921028
AVPR2,0.75,1,1,1.0,0.905401,0.905401
AZIN2,0.75,1,1,1.0,0.873041,0.873041
B3GALNT1,0.75,1,1,1.0,0.991443,0.991443
B3GALT1,0.75,1,1,1.0,0.983634,0.983634
B3GAT2,0.75,1,1,1.0,0.973433,0.973433
B4GALNT2,0.75,1,1,1.0,0.827923,0.827923
B4GALT1,0.75,1,1,1.0,0.99147,0.99147
B4GALT4,0.75,1,1,1.0,0.991462,0.991462
B9D1,0.75,1,1,1.0,0.976936,0.976936
BAAT,0.75,1,1,1.0,0.988309,0.988309
BABAM1,0.75,1,1,1.0,0.991398,0.991398
BABAM2,0.75,1,1,1.0,0.989899,0.989899
BAG2,0.75,1,1,1.0,0.991311,0.991311
BAMBI,0.75,1,1,1.0,0.977684,0.977684
BANF1,0.75,1,1,1.0,0.990748,0.990748
BARHL1,0.75,1,1,1.0,0.974169,0.974169
BBS10,0.75,1,1,1.0,0.991494,0.991494
BCKDHA,0.75,1,1,1.0,0.945077,0.945077
BCKDK,0.75,1,1,1.0,0.98273,0.98273
BCL7A,0.75,1,1,1.0,0.941426,0.941426
BCO2,0.75,1,1,1.0,0.990002,0.990002
BCR,0.75,1,1,1.0,0.989003,0.989003
BCS1L,0.75,1,1,1.0,0.910127,0.910127
BDH1,0.75,1,1,1.0,0.987182,0.987182
BDH2,0.75,1,1,1.0,0.989477,0.989477
BEND4,0.75,1,1,1.0,0.991479,0.991479
BEND6,0.75,1,1,1.0,0.945028,0.945028
BEND7,0.75,1,1,1.0,0.938113,0.938113
BET1,0.75,1,1,1.0,0.879975,0.879975
BEX4,0.75,1,1,1.0,0.972789,0.972789
BGN,0.75,1,1,1.0,0.978931,0.978931
BHMT2,0.75,1,1,1.0,0.991411,0.991411
BIN3,0.75,1,1,1.0,0.991407,0.991407
BLVRA,0.75,1,1,1.0,0.991192,0.991192
BMP10,0.75,1,1,1.0,0.981805,0.981805
BMP2,0.75,1,1,1.0,0.946763,0.946763
BMP8B,0.75,1,1,1.0,0.986481,0.986481
BMT2,0.75,1,1,1.0,0.991413,0.991413
BNIP5,0.75,1,1,1.0,0.967046,0.967046
BPY2C,0.75,1,1,1.0,0.969958,0.969958
BST1,0.75,1,1,1.0,0.991265,0.991265
BTBD1,0.75,1,1,1.0,0.894962,0.894962
BTBD8,0.75,1,1,1.0,0.828294,0.828294
BZW2,0.75,1,1,1.0,0.991215,0.991215
C10orf62,0.75,1,1,1.0,0.975723,0.975723
C11orf1,0.75,1,1,1.0,0.989219,0.989219
C11orf24,0.75,1,1,1.0,0.99145,0.99145
C11orf58,0.75,1,1,1.0,0.991506,0.991506
C11orf94,0.75,1,1,1.0,0.991454,0.991454
C12orf43,0.75,1,1,1.0,0.899506,0.899506
C12orf77,0.75,1,1,1.0,0.970448,0.970448
C15orf40,0.75,1,1,1.0,0.983994,0.983994
C16orf78,0.75,1,1,1.0,0.99102,0.99102
C18orf25,0.75,1,1,1.0,0.99127,0.99127
C19orf44,0.75,1,1,1.0,0.991448,0.991448
C19orf54,0.75,1,1,1.0,0.970352,0.970352
C1GALT1C1,0.75,1,1,1.0,0.985708,0.985708
C1QTNF1,0.75,1,1,1.0,0.990498,0.990498
C1QTNF12,0.75,1,1,1.0,0.984875,0.984875
C1QTNF9,0.75,1,1,1.0,0.99151,0.99151
C1RL,0.75,1,1,1.0,0.991462,0.991462
C1orf105,0.75,1,1,1.0,0.973109,0.973109
C1orf131,0.75,1,1,1.0,0.991283,0.991283
C1orf162,0.75,1,1,1.0,0.989252,0.989252
C1orf43,0.75,1,1,1.0,0.901885,0.901885
C1orf74,0.75,1,1,1.0,0.991053,0.991053
C21orf58,0.75,1,1,1.0,0.9721,0.9721
C21orf91,0.75,1,1,1.0,0.991387,0.991387
C2orf69,0.75,1,1,1.0,0.990463,0.990463
C2orf80,0.75,1,1,1.0,0.990671,0.990671
C4A,0.75,1,1,1.0,0.989427,0.989427
C4orf33,0.75,1,1,1.0,0.918028,0.918028
C5AR2,0.75,1,1,1.0,0.991518,0.991518
C5orf15,0.75,1,1,1.0,0.991372,0.991372
C5orf38,0.75,1,1,1.0,0.991452,0.991452
C5orf58,0.75,1,1,1.0,0.98515,0.98515
C6orf120,0.75,1,1,1.0,0.919513,0.919513
C6orf136,0.75,1,1,1.0,0.95055,0.95055
C6orf15,0.75,1,1,1.0,0.989862,0.989862
C6orf62,0.75,1,1,1.0,0.958352,0.958352
C7orf25,0.75,1,1,1.0,0.991488,0.991488
C8orf76,0.75,1,1,1.0,0.853664,0.853664
C9orf152,0.75,1,1,1.0,0.973008,0.973008
C9orf163,0.75,1,1,1.0,0.815871,0.815871
C9orf50,0.75,1,1,1.0,0.991055,0.991055
C9orf72,0.75,1,1,1.0,0.991269,0.991269
C9orf78,0.75,1,1,1.0,0.991449,0.991449
CA1,0.75,1,1,1.0,0.991505,0.991505
CA9,0.75,1,1,1.0,0.987639,0.987639
CABP2,0.75,1,1,1.0,0.958187,0.958187
CABP5,0.75,1,1,1.0,0.930108,0.930108
CACNB1,0.75,1,1,1.0,0.982364,0.982364
CACNG7,0.75,1,1,1.0,0.991281,0.991281
CALB1,0.75,1,1,1.0,0.990028,0.990028
CALHM4,0.75,1,1,1.0,0.942775,0.942775
CAMK2G,0.75,1,1,1.0,0.955772,0.955772
CAMLG,0.75,1,1,1.0,0.99131,0.99131
CAMTA2,0.75,1,1,1.0,0.989098,0.989098
CAP2,0.75,1,1,1.0,0.973057,0.973057
CAPG,0.75,1,1,1.0,0.980405,0.980405
CAPN11,0.75,1,1,1.0,0.978283,0.978283
CAPN12,0.75,1,1,1.0,0.99145,0.99145
CAPNS1,0.75,1,1,1.0,0.889111,0.889111
CAPRIN1,0.75,1,1,1.0,0.97723,0.97723
CAPZA3,0.75,1,1,1.0,0.986024,0.986024
CASP14,0.75,1,1,1.0,0.850037,0.850037
CASP3,0.75,1,1,1.0,0.965822,0.965822
CASP5,0.75,1,1,1.0,0.991431,0.991431
CASP6,0.75,1,1,1.0,0.99092,0.99092
CASP8,0.75,1,1,1.0,0.988052,0.988052
CATSPER1,0.75,1,1,1.0,0.981634,0.981634
CATSPERB,0.75,1,1,1.0,0.825163,0.825163
CAVIN4,0.75,1,1,1.0,0.989738,0.989738
CBFA2T2,0.75,1,1,1.0,0.991483,0.991483
CBL,0.75,1,1,1.0,0.929464,0.929464
CBLL2,0.75,1,1,1.0,0.90727,0.90727
CBLN1,0.75,1,1,1.0,0.928584,0.928584
CBLN4,0.75,1,1,1.0,0.989488,0.989488
CBR1,0.75,1,1,1.0,0.98522,0.98522
CBWD1,0.75,1,1,1.0,0.968477,0.968477
CBX3,0.75,1,1,1.0,0.990964,0.990964
CBY1,0.75,1,1,1.0,0.991305,0.991305
CC2D2B,0.75,1,1,1.0,0.986677,0.986677
CCDC102B,0.75,1,1,1.0,0.891879,0.891879
CCDC107,0.75,1,1,1.0,0.961738,0.961738
CCDC114,0.75,1,1,1.0,0.984971,0.984971
CCDC134,0.75,1,1,1.0,0.991376,0.991376
CCDC150,0.75,1,1,1.0,0.949707,0.949707
CCDC167,0.75,1,1,1.0,0.991415,0.991415
CCDC186,0.75,1,1,1.0,0.991126,0.991126
CCDC198,0.75,1,1,1.0,0.977386,0.977386
CCDC57,0.75,1,1,1.0,0.98802,0.98802
CCDC65,0.75,1,1,1.0,0.988316,0.988316
CCDC74B,0.75,1,1,1.0,0.968229,0.968229
CCDC86,0.75,1,1,1.0,0.987751,0.987751
CCDC88A,0.75,1,1,1.0,0.991482,0.991482
CCK,0.75,1,1,1.0,0.968326,0.968326
CCL13,0.75,1,1,1.0,0.990989,0.990989
CCL28,0.75,1,1,1.0,0.991515,0.991515
CCL4,0.75,1,1,1.0,0.798896,0.798896
CCL7,0.75,1,1,1.0,0.991318,0.991318
CCNA2,0.75,1,1,1.0,0.923196,0.923196
CCNB2,0.75,1,1,1.0,0.78119,0.78119
CCNI2,0.75,1,1,1.0,0.983714,0.983714
CCNJ,0.75,1,1,1.0,0.9558,0.9558
CCR7,0.75,1,1,1.0,0.991476,0.991476
CCRL2,0.75,1,1,1.0,0.977312,0.977312
CCT3,0.75,1,1,1.0,0.989846,0.989846
CD200R1,0.75,1,1,1.0,0.984075,0.984075
CD207,0.75,1,1,1.0,0.926965,0.926965
CD300E,0.75,1,1,1.0,0.950446,0.950446
CD300LB,0.75,1,1,1.0,0.983326,0.983326
CD3G,0.75,1,1,1.0,0.976738,0.976738
CD40,0.75,1,1,1.0,0.989808,0.989808
CD40LG,0.75,1,1,1.0,0.980014,0.980014
CD46,0.75,1,1,1.0,0.785167,0.785167
CD63,0.75,1,1,1.0,0.99084,0.99084
CD69,0.75,1,1,1.0,0.959841,0.959841
CD70,0.75,1,1,1.0,0.978925,0.978925
CD79B,0.75,1,1,1.0,0.828131,0.828131
CD81,0.75,1,1,1.0,0.990255,0.990255
CD99,0.75,1,1,1.0,0.986031,0.986031
CD99L2,0.75,1,1,1.0,0.991513,0.991513
CDA,0.75,1,1,1.0,0.970858,0.970858
CDC123,0.75,1,1,1.0,0.954799,0.954799
CDC14A,0.75,1,1,1.0,0.954006,0.954006
CDC14B,0.75,1,1,1.0,0.804269,0.804269
CDC16,0.75,1,1,1.0,0.938396,0.938396
CDC25B,0.75,1,1,1.0,0.989676,0.989676
CDC34,0.75,1,1,1.0,0.873885,0.873885
CDC37L1,0.75,1,1,1.0,0.991518,0.991518
CDC6,0.75,1,1,1.0,0.946605,0.946605
CDCA8,0.75,1,1,1.0,0.991404,0.991404
CDK10,0.75,1,1,1.0,0.990649,0.990649
CDK18,0.75,1,1,1.0,0.991403,0.991403
CDK19,0.75,1,1,1.0,0.985486,0.985486
CDK2,0.75,1,1,1.0,0.827985,0.827985
CDK5R1,0.75,1,1,1.0,0.97076,0.97076
CDKN2D,0.75,1,1,1.0,0.988206,0.988206
CDKN3,0.75,1,1,1.0,0.991292,0.991292
CDR2,0.75,1,1,1.0,0.990666,0.990666
CDV3,0.75,1,1,1.0,0.900433,0.900433
CEACAM1,0.75,1,1,1.0,0.991392,0.991392
CEACAM3,0.75,1,1,1.0,0.955144,0.955144
CEACAM6,0.75,1,1,1.0,0.882961,0.882961
CELA2B,0.75,1,1,1.0,0.991364,0.991364
CELF3,0.75,1,1,1.0,0.976745,0.976745
CEMP1,0.75,1,1,1.0,0.958765,0.958765
CENATAC,0.75,1,1,1.0,0.990774,0.990774
CENPH,0.75,1,1,1.0,0.970329,0.970329
CENPM,0.75,1,1,1.0,0.984797,0.984797
CENPT,0.75,1,1,1.0,0.981261,0.981261
CEP120,0.75,1,1,1.0,0.980092,0.980092
CEP43,0.75,1,1,1.0,0.990491,0.990491
CEP68,0.75,1,1,1.0,0.991212,0.991212
CEP78,0.75,1,1,1.0,0.990292,0.990292
CFAP126,0.75,1,1,1.0,0.991288,0.991288
CFAP298-TCP10L,0.75,1,1,1.0,0.989032,0.989032
CFI,0.75,1,1,1.0,0.957181,0.957181
CFL1,0.75,1,1,1.0,0.947586,0.947586
CFLAR,0.75,1,1,1.0,0.970678,0.970678
CGB1,0.75,1,1,1.0,0.98718,0.98718
CHCHD3,0.75,1,1,1.0,0.987064,0.987064
CHCHD5,0.75,1,1,1.0,0.9485,0.9485
CHCHD6,0.75,1,1,1.0,0.9915,0.9915
CHIC1,0.75,1,1,1.0,0.980833,0.980833
CHIC2,0.75,1,1,1.0,0.980598,0.980598
CHKA,0.75,1,1,1.0,0.991338,0.991338
CHMP1A,0.75,1,1,1.0,0.824389,0.824389
CHODL,0.75,1,1,1.0,0.861239,0.861239
CHP1,0.75,1,1,1.0,0.777962,0.777962
CHPF2,0.75,1,1,1.0,0.991491,0.991491
CHRM1,0.75,1,1,1.0,0.929565,0.929565
CHRNA9,0.75,1,1,1.0,0.843716,0.843716
CIAO3,0.75,1,1,1.0,0.942923,0.942923
CIART,0.75,1,1,1.0,0.991492,0.991492
CIBAR2,0.75,1,1,1.0,0.991479,0.991479
CISD2,0.75,1,1,1.0,0.991304,0.991304
CKAP4,0.75,1,1,1.0,0.862968,0.862968
CLDN12,0.75,1,1,1.0,0.981834,0.981834
CLDN15,0.75,1,1,1.0,0.988986,0.988986
CLDN22,0.75,1,1,1.0,0.991418,0.991418
CLEC1B,0.75,1,1,1.0,0.813372,0.813372
CLEC4A,0.75,1,1,1.0,0.991386,0.991386
CLIC6,0.75,1,1,1.0,0.991456,0.991456
CLPSL1,0.75,1,1,1.0,0.96873,0.96873
CLTB,0.75,1,1,1.0,0.990727,0.990727
CLUL1,0.75,1,1,1.0,0.984285,0.984285
CMBL,0.75,1,1,1.0,0.859733,0.859733
CMPK1,0.75,1,1,1.0,0.867546,0.867546
CMTM2,0.75,1,1,1.0,0.931251,0.931251
CMTM3,0.75,1,1,1.0,0.991499,0.991499
CNDP2,0.75,1,1,1.0,0.984603,0.984603
CNIH2,0.75,1,1,1.0,0.973497,0.973497
CNIH4,0.75,1,1,1.0,0.97581,0.97581
CNN3,0.75,1,1,1.0,0.774107,0.774107
CNOT11,0.75,1,1,1.0,0.936256,0.936256
CNOT6,0.75,1,1,1.0,0.991275,0.991275
CNPPD1,0.75,1,1,1.0,0.98929,0.98929
CNPY2,0.75,1,1,1.0,0.978221,0.978221
CNRIP1,0.75,1,1,1.0,0.984997,0.984997
COA4,0.75,1,1,1.0,0.986984,0.986984
COA8,0.75,1,1,1.0,0.991271,0.991271
COCH,0.75,1,1,1.0,0.971774,0.971774
COL8A2,0.75,1,1,1.0,0.988646,0.988646
COLEC12,0.75,1,1,1.0,0.920273,0.920273
COMMD5,0.75,1,1,1.0,0.991404,0.991404
COMMD6,0.75,1,1,1.0,0.953564,0.953564
COMMD7,0.75,1,1,1.0,0.985446,0.985446
COPA,0.75,1,1,1.0,0.991494,0.991494
COPS3,0.75,1,1,1.0,0.960356,0.960356
COPS5,0.75,1,1,1.0,0.991281,0.991281
COPS7A,0.75,1,1,1.0,0.953614,0.953614
COPS8,0.75,1,1,1.0,0.951067,0.951067
COPS9,0.75,1,1,1.0,0.93216,0.93216
COPZ1,0.75,1,1,1.0,0.991295,0.991295
COQ10B,0.75,1,1,1.0,0.966633,0.966633
COQ9,0.75,1,1,1.0,0.991376,0.991376
CORO1C,0.75,1,1,1.0,0.957295,0.957295
COX11,0.75,1,1,1.0,0.980614,0.980614
CPEB4,0.75,1,1,1.0,0.991338,0.991338
CPM,0.75,1,1,1.0,0.984206,0.984206
CPNE1,0.75,1,1,1.0,0.884931,0.884931
CPNE6,0.75,1,1,1.0,0.991516,0.991516
CPNE9,0.75,1,1,1.0,0.981685,0.981685
CRCP,0.75,1,1,1.0,0.892033,0.892033
CREBRF,0.75,1,1,1.0,0.989581,0.989581
CREBZF,0.75,1,1,1.0,0.936632,0.936632
CRIP1,0.75,1,1,1.0,0.991493,0.991493
CRK,0.75,1,1,1.0,0.991018,0.991018
CRLF1,0.75,1,1,1.0,0.979943,0.979943
CRTAP,0.75,1,1,1.0,0.975773,0.975773
CRX,0.75,1,1,1.0,0.990969,0.990969
CRYAB,0.75,1,1,1.0,0.989388,0.989388
CRYL1,0.75,1,1,1.0,0.968292,0.968292
CRYM,0.75,1,1,1.0,0.978382,0.978382
CSAG3,0.75,1,1,1.0,0.984498,0.984498
CSKMT,0.75,1,1,1.0,0.905833,0.905833
CSNK1D,0.75,1,1,1.0,0.975489,0.975489
CSNK1G2,0.75,1,1,1.0,0.963534,0.963534
CSRP2,0.75,1,1,1.0,0.991424,0.991424
CSRP3,0.75,1,1,1.0,0.982207,0.982207
CST6,0.75,1,1,1.0,0.984414,0.984414
CST7,0.75,1,1,1.0,0.942912,0.942912
CSTL1,0.75,1,1,1.0,0.991388,0.991388
CTNS,0.75,1,1,1.0,0.988642,0.988642
CTSA,0.75,1,1,1.0,0.991394,0.991394
CTSH,0.75,1,1,1.0,0.983808,0.983808
CUL4A,0.75,1,1,1.0,0.991312,0.991312
CX3CL1,0.75,1,1,1.0,0.98113,0.98113
CXCL13,0.75,1,1,1.0,0.966678,0.966678
CXXC5,0.75,1,1,1.0,0.958925,0.958925
CXorf38,0.75,1,1,1.0,0.936371,0.936371
CYB5R4,0.75,1,1,1.0,0.930083,0.930083
CYFIP2,0.75,1,1,1.0,0.911025,0.911025
CYGB,0.75,1,1,1.0,0.969256,0.969256
CYP20A1,0.75,1,1,1.0,0.991445,0.991445
CYP24A1,0.75,1,1,1.0,0.991431,0.991431
CYP26A1,0.75,1,1,1.0,0.977936,0.977936
CYP2A7,0.75,1,1,1.0,0.95196,0.95196
CYP39A1,0.75,1,1,1.0,0.990666,0.990666
CYP51A1,0.75,1,1,1.0,0.990602,0.990602
CYRIB,0.75,1,1,1.0,0.991377,0.991377
CYSLTR1,0.75,1,1,1.0,0.986506,0.986506
CYTH2,0.75,1,1,1.0,0.990347,0.990347
CYTH4,0.75,1,1,1.0,0.98339,0.98339
DALRD3,0.75,1,1,1.0,0.973536,0.973536
DAPP1,0.75,1,1,1.0,0.990387,0.990387
DARS2,0.75,1,1,1.0,0.991394,0.991394
DAZAP1,0.75,1,1,1.0,0.99101,0.99101
DBI,0.75,1,1,1.0,0.98294,0.98294
DCAF4,0.75,1,1,1.0,0.971846,0.971846
DCANP1,0.75,1,1,1.0,0.9826,0.9826
DCBLD2,0.75,1,1,1.0,0.941575,0.941575
DCP1A,0.75,1,1,1.0,0.870436,0.870436
DCST2,0.75,1,1,1.0,0.991287,0.991287
DCTD,0.75,1,1,1.0,0.991435,0.991435
DCTN6,0.75,1,1,1.0,0.985181,0.985181
DDHD1,0.75,1,1,1.0,0.971875,0.971875
DDIAS,0.75,1,1,1.0,0.879095,0.879095
DDIT4L,0.75,1,1,1.0,0.991514,0.991514
DDN,0.75,1,1,1.0,0.991449,0.991449
DDO,0.75,1,1,1.0,0.764825,0.764825
DDRGK1,0.75,1,1,1.0,0.950637,0.950637
DDX18,0.75,1,1,1.0,0.939243,0.939243
DDX28,0.75,1,1,1.0,0.991263,0.991263
DDX51,0.75,1,1,1.0,0.984347,0.984347
DDX55,0.75,1,1,1.0,0.991458,0.991458
DDX6,0.75,1,1,1.0,0.958417,0.958417
DEF6,0.75,1,1,1.0,0.808112,0.808112
DEFB135,0.75,1,1,1.0,0.97188,0.97188
DEPDC1B,0.75,1,1,1.0,0.991092,0.991092
DEPP1,0.75,1,1,1.0,0.99014,0.99014
DERL2,0.75,1,1,1.0,0.890039,0.890039
DHRS7C,0.75,1,1,1.0,0.955532,0.955532
DHTKD1,0.75,1,1,1.0,0.970624,0.970624
DHX57,0.75,1,1,1.0,0.98175,0.98175
DIRAS2,0.75,1,1,1.0,0.991271,0.991271
DIRAS3,0.75,1,1,1.0,0.989558,0.989558
DLL3,0.75,1,1,1.0,0.959558,0.959558
DLX1,0.75,1,1,1.0,0.981221,0.981221
DLX5,0.75,1,1,1.0,0.835203,0.835203
DMAC2,0.75,1,1,1.0,0.844256,0.844256
DMRT1,0.75,1,1,1.0,0.990487,0.990487
DMRT2,0.75,1,1,1.0,0.991491,0.991491
DMRTA1,0.75,1,1,1.0,0.97136,0.97136
DNAJA2,0.75,1,1,1.0,0.991513,0.991513
DNAJB12,0.75,1,1,1.0,0.977941,0.977941
DNAJB14,0.75,1,1,1.0,0.986704,0.986704
DNAJB6,0.75,1,1,1.0,0.9904,0.9904
DNAJC12,0.75,1,1,1.0,0.980176,0.980176
DNAJC15,0.75,1,1,1.0,0.991486,0.991486
DNAJC19,0.75,1,1,1.0,0.97891,0.97891
DNALI1,0.75,1,1,1.0,0.81583,0.81583
DNASE1L3,0.75,1,1,1.0,0.979833,0.979833
DND1,0.75,1,1,1.0,0.939145,0.939145
DNLZ,0.75,1,1,1.0,0.989452,0.989452
DNMT3L,0.75,1,1,1.0,0.987441,0.987441
DOK3,0.75,1,1,1.0,0.927442,0.927442
DPEP2,0.75,1,1,1.0,0.901366,0.901366
DPEP3,0.75,1,1,1.0,0.982533,0.982533
DPF1,0.75,1,1,1.0,0.989687,0.989687
DPF2,0.75,1,1,1.0,0.874218,0.874218
DPH1,0.75,1,1,1.0,0.90119,0.90119
DPH6,0.75,1,1,1.0,0.961346,0.961346
DPY19L4,0.75,1,1,1.0,0.91151,0.91151
DPY30,0.75,1,1,1.0,0.990411,0.990411
DPYS,0.75,1,1,1.0,0.990581,0.990581
DTL,0.75,1,1,1.0,0.991356,0.991356
DTNA,0.75,1,1,1.0,0.991412,0.991412
DTWD2,0.75,1,1,1.0,0.963509,0.963509
DTX3,0.75,1,1,1.0,0.979659,0.979659
DTYMK,0.75,1,1,1.0,0.987162,0.987162
DUOXA2,0.75,1,1,1.0,0.865891,0.865891
DUSP1,0.75,1,1,1.0,0.767567,0.767567
DUSP12,0.75,1,1,1.0,0.989445,0.989445
DUSP26,0.75,1,1,1.0,0.937333,0.937333
DUSP29,0.75,1,1,1.0,0.897792,0.897792
DUSP7,0.75,1,1,1.0,0.991132,0.991132
DYDC1,0.75,1,1,1.0,0.844102,0.844102
DYNC1LI1,0.75,1,1,1.0,0.979958,0.979958
DYNC2I1,0.75,1,1,1.0,0.790072,0.790072
DYNLL2,0.75,1,1,1.0,0.991131,0.991131
DYNLRB2,0.75,1,1,1.0,0.991478,0.991478
EAF2,0.75,1,1,1.0,0.96714,0.96714
EBNA1BP2,0.75,1,1,1.0,0.943826,0.943826
ECRG4,0.75,1,1,1.0,0.922059,0.922059
EDN3,0.75,1,1,1.0,0.9871,0.9871
EEF1B2,0.75,1,1,1.0,0.944054,0.944054
EFCAB14,0.75,1,1,1.0,0.986017,0.986017
EFCAB3,0.75,1,1,1.0,0.97945,0.97945
EFCC1,0.75,1,1,1.0,0.911569,0.911569
EFEMP1,0.75,1,1,1.0,0.976788,0.976788
EFNA4,0.75,1,1,1.0,0.991448,0.991448
EGLN1,0.75,1,1,1.0,0.989665,0.989665
EGLN2,0.75,1,1,1.0,0.966259,0.966259
EIF1AD,0.75,1,1,1.0,0.986999,0.986999
EIF1AX,0.75,1,1,1.0,0.832713,0.832713
EIF2AK3,0.75,1,1,1.0,0.991473,0.991473
EIF2B1,0.75,1,1,1.0,0.800534,0.800534
EIF2B2,0.75,1,1,1.0,0.970716,0.970716
EIF2B4,0.75,1,1,1.0,0.983501,0.983501
EIF2S2,0.75,1,1,1.0,0.991469,0.991469
EIF3I,0.75,1,1,1.0,0.991264,0.991264
EIF3L,0.75,1,1,1.0,0.969782,0.969782
EIF4E2,0.75,1,1,1.0,0.943144,0.943144
EIF5,0.75,1,1,1.0,0.838225,0.838225
ELAC2,0.75,1,1,1.0,0.942923,0.942923
ELL,0.75,1,1,1.0,0.962613,0.962613
ELOB,0.75,1,1,1.0,0.97994,0.97994
ELOVL3,0.75,1,1,1.0,0.985729,0.985729
ELOVL5,0.75,1,1,1.0,0.971291,0.971291
EMC3,0.75,1,1,1.0,0.981206,0.981206
EMP3,0.75,1,1,1.0,0.976461,0.976461
ENKUR,0.75,1,1,1.0,0.973062,0.973062
ENSA,0.75,1,1,1.0,0.991426,0.991426
EPDR1,0.75,1,1,1.0,0.991274,0.991274
EPHA2,0.75,1,1,1.0,0.987843,0.987843
EPM2AIP1,0.75,1,1,1.0,0.937176,0.937176
EPSTI1,0.75,1,1,1.0,0.974681,0.974681
EQTN,0.75,1,1,1.0,0.911519,0.911519
ERAL1,0.75,1,1,1.0,0.991472,0.991472
ERAP1,0.75,1,1,1.0,0.929795,0.929795
ERCC5,0.75,1,1,1.0,0.981421,0.981421
ERCC8,0.75,1,1,1.0,0.991281,0.991281
ERF,0.75,1,1,1.0,0.991424,0.991424
ERGIC2,0.75,1,1,1.0,0.991246,0.991246
ERGIC3,0.75,1,1,1.0,0.989411,0.989411
ERLEC1,0.75,1,1,1.0,0.990564,0.990564
ERLIN2,0.75,1,1,1.0,0.955506,0.955506
ERP44,0.75,1,1,1.0,0.991404,0.991404
ESM1,0.75,1,1,1.0,0.991374,0.991374
ESRP1,0.75,1,1,1.0,0.991447,0.991447
ETV7,0.75,1,1,1.0,0.922007,0.922007
EVA1C,0.75,1,1,1.0,0.991498,0.991498
EVI5,0.75,1,1,1.0,0.988834,0.988834
EVX2,0.75,1,1,1.0,0.963131,0.963131
EXOSC2,0.75,1,1,1.0,0.960103,0.960103
EYS,0.75,1,1,1.0,0.950495,0.950495
F3,0.75,1,1,1.0,0.990493,0.990493
FABP7,0.75,1,1,1.0,0.940519,0.940519
FABP9,0.75,1,1,1.0,0.991352,0.991352
FAHD2B,0.75,1,1,1.0,0.986643,0.986643
FAM114A1,0.75,1,1,1.0,0.991317,0.991317
FAM114A2,0.75,1,1,1.0,0.991327,0.991327
FAM117A,0.75,1,1,1.0,0.95698,0.95698
FAM122B,0.75,1,1,1.0,0.985,0.985
FAM131C,0.75,1,1,1.0,0.969335,0.969335
FAM135A,0.75,1,1,1.0,0.91804,0.91804
FAM136A,0.75,1,1,1.0,0.841117,0.841117
FAM153A,0.75,1,1,1.0,0.883412,0.883412
FAM155B,0.75,1,1,1.0,0.952556,0.952556
FAM160B1,0.75,1,1,1.0,0.982599,0.982599
FAM161A,0.75,1,1,1.0,0.971326,0.971326
FAM163A,0.75,1,1,1.0,0.991516,0.991516
FAM166B,0.75,1,1,1.0,0.987698,0.987698
FAM166C,0.75,1,1,1.0,0.843926,0.843926
FAM169B,0.75,1,1,1.0,0.93715,0.93715
FAM171A1,0.75,1,1,1.0,0.991485,0.991485
FAM180A,0.75,1,1,1.0,0.991195,0.991195
FAM189B,0.75,1,1,1.0,0.991418,0.991418
FAM193B,0.75,1,1,1.0,0.991439,0.991439
FAM199X,0.75,1,1,1.0,0.937473,0.937473
FAM219A,0.75,1,1,1.0,0.991358,0.991358
FAM221B,0.75,1,1,1.0,0.991331,0.991331
FAM227B,0.75,1,1,1.0,0.985999,0.985999
FAM24B,0.75,1,1,1.0,0.991372,0.991372
FAM53A,0.75,1,1,1.0,0.984763,0.984763
FAM53B,0.75,1,1,1.0,0.928271,0.928271
FAM71F2,0.75,1,1,1.0,0.990761,0.990761
FAM76A,0.75,1,1,1.0,0.991417,0.991417
FAM78A,0.75,1,1,1.0,0.911571,0.911571
FAM86C1P,0.75,1,1,1.0,0.97769,0.97769
FAM89A,0.75,1,1,1.0,0.831754,0.831754
FAM8A1,0.75,1,1,1.0,0.991419,0.991419
FANCC,0.75,1,1,1.0,0.991486,0.991486
